BlockName,Category,Year,Month,Day,Crop,DistrictName,QueryType,Season,Sector,StateName,QueryText,KccAns,latitude,longitude
"0   ",0,2009,12,8,Potato,CACHAR,2,KHARIF,AGRICULTURE,ASSAM,"ASKING ABOUT THE CONTROL MEASURE OF LATE BLIGHT OF POTATO","SUGGESTED TO APPLY INDOFIL M-4525MLLIT OF WATER OR RIDOMIL MZ-722MLLIT OF WATER",24.7586,92.8817
"0   ",0,2009,12,16,Potato,CACHAR,2,KHARIF,AGRICULTURE,ASSAM,"ASKING THE PREVENTIVE MEASURE AGAINST LATE BLIGHT DISEASE OF POTATO","ADVISED TO SPRAY INDOFIL M 45   25 GRAM PER LIRE OF WATER AT AN INTERVAL OF 7 DAYS TO GET RID OFF THIS DISEASE",24.7586,92.8817
"0   ",0,2009,12,7,Potato,KARIMGANJ,2,KHARIF,AGRICULTURE,ASSAM,"ASKING FOR THE PREVENTIVE MEASURE TO CONTROL LATE BLIGHT IN POTATO","SUGGESTED TO SPRAY INDOFIL M 45  25ML IN PER LITRE ALSO SUGGESTED TO GO FOR 1ST SPRAYING DURING DECEMBER 10 TO 15 AND IF RAINY WEATHER PREVAILS DURING THE SPRAYING TIME SUGGESTED TO USE STICKER TRITON  05 ML PER LITRE OF WATER IN THE SPRAY SOLUTION IF THE SEVERITY OF DISEASE BECOMES MORE THEN THE SPRAYING SHOULD BE DONE AT AN INTERVAL OF 710 DAYS SUGGESTED THAT WHILE SPRAYING CARE SHOULD BE TAKEN TO ENSURE WETTING OF THE LOWER SIDES OF THE LEAVES",24.5753,92.3758
"0   ",0,2009,12,8,Potato,KARIMGANJ,2,KHARIF,AGRICULTURE,ASSAM,"ASKING FOR THE PREVENTIVE MEASURE TO CONTROL LATE BLIGHT IN POTATO","SUGGESTED TO SPRAY INDOFIL M 45  25ML IN PER LITRE OR RIDOMIL Z 72  2 ML IN PER LITRE OF WATER IF RAINY WEATHER PREVAILS DURING THE SPRAYING TIMESUGGESTED TO USE STICKER TRITON  05 ML IN PER LITRE OF WATER IN THE SPRAY SOLUTION SUGGESTED TO SPRAY AT AN INTERVAL OF 7  10 DAYS WHILE SPRAYING CARE SHOULD BE TAKEN TO ENSURE WETTING OF THE LOWER SIDES OF THE LEAVES",24.5753,92.3758
"0   ",0,2009,12,22,Potato,KAMRUP,2,KHARIF,AGRICULTURE,ASSAM,"ASKING THE PREVENTIVE MEASURE AGAINST LATE BLIGHT OF POTATO WHICH HE HAD CULTIVATED IN A LAND OF 1 BIGHA","SUGGESTED TO SPRAY INDOFIL M 45  25 GRAM PER LITRE OF WATER OR RIDOMIL MZ 72  2 GRAM PER LITRE OF WATER ALTERNATIVELY AT AN INTERVAL OF 10 - 12 DAYS SUGGESTED TO TAKE CARE DURING SPRAYING SO THAT THE LOWER PART OF THE LEAVES ALSO GETS WETTENEDTHE VOLUME SUGGESTED IS 60 LITRESBIGHASUGGESTED THAT IN THE COMING YEAR HE SHOULD GO FOR KUFRI MEGHA AND KUFRI BAADSHAH VARIETY OF POTATO BECAUSE THESE TWO VARIETIES HAS RESISTANT POWER AGAINST LATE BLIGHT",26.1469,91.2227
"0   ",0,2009,12,10,Potato,SONITPUR,2,KHARIF,AGRICULTURE,ASSAM,"ASKING THE PREVENTIVE MEASURE AGAINST LATE BLIGHT OF POTATO","SUGGESTED TO SPRAY INDOFIL M-45  25 GRAM PER LITRE OF WATER OR RIDOMIL MZ-72  2 GRAM PER LITRE OF WATER AS PREVENTIVE MEASURES AGAINST THIS LATE BLIGHT",26.7678,92.7014
"0   ",0,2009,12,8,Potato,NAGAON,2,KHARIF,AGRICULTURE,ASSAM,"ASKING ABOUT THE CONTROL MEASURE OF LATE BLIGHT OF POTATO","SUGGESTED TO APPLY RIDOMIL MZ 722gmLIT OF WATER",26.3314,92.7525
"0   ",0,2009,12,8,Potato,NAGAON,2,KHARIF,AGRICULTURE,ASSAM,"ASKING ABOUT THE CONTROL MEASURE OF LATE BLIGHT OF POTATO","SUGGESTED TO SPRAY RIDOMIL MZ 722gmLIT OF WATER",26.3314,92.7525
"0   ",0,2009,12,11,Potato,NAGAON,"Plant Protection",KHARIF,AGRICULTURE,ASSAM,"ASKING FOR PLANT PROTECTION MEASURE OF POTATO AGAINST LATE BLIGHT","SUGGESTED TO SPRAY INDOFIL M-45  25 GRAM PER LITRE OF WATER AT AN INTERVAL OF 7 DAYS FOR THREE TIMES ALSO SUGGESTED TO USE STICKER TRITON  05 ML PER LITRE OF WATER IN THE SOLUTION DURING RAINY WEATHER",26.3314,92.7525
"0   ",0,2009,12,22,Potato,NAGAON,2,KHARIF,AGRICULTURE,ASSAM,"ASKING THE PREVENTIVE MEASURE AGAINST LATE BLIGHT OF POTATO","SUGGESTED TO SPRAY INDOFIL M-45  25 GRAM PER LITRE OF WATER AND RIDOMIL MZ-72  2 GRAM PER LITRE OF WATER ALTERNATIVELY FOR 3-4 TIMES AND AT AN INTERVAL OF 12-15 DAYS ALSO SUGGESTED TO TAKE CARE THAT THE LOWER PART OF THE LEAVES SHOULD GET WETTENED WHILE SPRAYING",26.3314,92.7525
